City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,pacific grove,36.6177,-121.9166,20.11,87,0,4.12,US,1694454419
365,harar,9.3094,42.1258,16.37,87,44,2.78,ET,1694454419
366,gorontalo,0.5412,123.0595,24.41,95,96,1.49,ID,1694454420
367,chinsali,-10.5414,32.0816,25.98,35,58,1.81,ZM,1694454420
368,whitecourt,54.1502,-115.6855,13.58,71,75,2.06,CA,1694454393
369,camayenne,9.535,-13.6878,28.05,83,40,4.12,GN,1694454420
370,niigata,37.9022,139.0236,23.84,78,50,2.36,JP,1694454420
371,broome,42.2506,-75.833,22.78,84,100,3.58,US,1694454421
372,xiaoweizhai,26.1903,107.5125,21.4,98,100,1.4,CN,1694454421
373,muisne,0.6,-80.0333,26.41,74,78,4.94,EC,1694454421
374,okhotsk,59.3833,143.3,6.99,56,93,0.36,RU,1694454422
375,dwarka,22.2394,68.9678,27.26,83,28,5.45,IN,1694454422
376,constantia,44.1833,28.65,19.38,58,47,4.17,RO,1694454261
377,chegdomyn,51.1167,133.0167,13.15,98,99,0.99,RU,1694454422
378,tahe,52.3333,124.7333,6.38,61,99,5.22,CN,1694454423
379,aioun,16.6614,-9.6149,38.05,26,66,0.8,MR,1694454423
380,hirekerur,14.4667,75.3833,21.16,95,100,4.47,IN,1694454423
381,molde,62.7375,7.1591,16.5,88,75,9.26,NO,1694454423
382,puerto madero,14.7208,-92.4215,29.66,68,28,2.42,MX,1694454424
383,buka,40.8108,69.1986,17.85,31,19,2.76,UZ,1694454424
384,kerikeri,-35.2268,173.9474,5.51,94,16,1.52,NZ,1694454424
385,makhambet,47.6667,51.5833,16.9,44,72,1.76,KZ,1694454424
386,berwick-upon-tweed,55.7833,-2.0,18.02,68,100,3.79,GB,1694454425
387,nezhinka,51.7676,55.3694,9.09,93,40,3.13,RU,1694454425
388,nhlangano,-27.1167,31.2,13.78,74,2,3.34,SZ,1694454425
389,antalaha,-14.9003,50.2788,20.71,86,23,2.41,MG,1694454425
390,ocean city,39.2776,-74.5746,28.14,82,5,0.45,US,1694454395
391,puerto deseado,-47.7503,-65.8938,10.77,45,98,1.05,AR,1694454426
392,peterhead,57.5058,-1.7981,14.14,76,76,6.08,GB,1694454426
393,khairpur,27.5295,68.7617,32.0,39,5,5.79,PK,1694454426
394,rio grande,-32.035,-52.0986,31.06,85,89,6.65,BR,1694454304
395,pangoa,-12.1167,-73.0,35.68,27,31,2.69,PE,1694454427
396,nemuro,43.3236,145.575,18.19,99,100,4.93,JP,1694454427
397,sirre,8.3167,39.4833,17.51,81,97,3.52,ET,1694454427
398,contamana,-7.3333,-75.0167,37.09,33,100,0.43,PE,1694454427
399,polyarnyy,69.1989,33.4478,11.49,64,68,3.81,RU,1694454428
400,upata,8.0086,-62.3989,36.67,30,19,2.8,VE,1694454428
401,corner brook,48.9667,-57.9484,16.09,98,100,1.42,CA,1694454416
402,turaif,31.6725,38.6637,29.14,18,0,2.06,SA,1694454429
403,norfolk,42.1668,-71.2495,26.6,89,100,1.54,US,1694454429
404,alappuzha,9.49,76.3264,25.75,86,97,3.77,IN,1694454429
405,iringal,11.5593,75.611,25.2,88,100,1.9,IN,1694454429
406,ust'-kulom,61.6864,53.6902,10.12,88,63,1.07,RU,1694454430
407,masterton,-40.9597,175.6575,11.05,80,82,4.25,NZ,1694454430
408,linqiong,30.4159,103.4609,20.9,79,100,3.95,CN,1694454430
409,franklin,39.9667,-83.0166,26.53,59,75,3.09,US,1694454157
410,genhe,50.7833,121.5167,2.97,95,61,1.23,CN,1694454430
411,pyapon,16.2833,95.6833,24.74,96,100,4.97,MM,1694454431
412,vredendal,-31.6683,18.5012,10.2,59,2,5.13,ZA,1694454431
413,magaria,12.9983,8.9099,35.06,27,73,1.96,NE,1694454431
414,qusmuryn,52.4503,64.6311,13.36,91,100,8.98,KZ,1694454431
415,keningau,5.3378,116.1602,22.15,98,99,0.75,MY,1694454432
416,cooper's town,26.8667,-77.5167,28.86,71,0,2.74,BS,1694454432
417,hasaki,35.7333,140.8333,25.22,78,86,3.23,JP,1694454392
418,howard springs,-12.497,131.047,21.95,77,33,0.56,AU,1694454432
419,ocean shores,46.9737,-124.1563,19.42,91,99,1.79,US,1694454349
420,whitehorse,60.7161,-135.0538,12.83,60,75,4.12,CA,1694454433
421,tremonton,41.7119,-112.1655,26.12,41,2,1.79,US,1694454433
422,margate,51.3813,1.3862,22.15,80,82,2.68,GB,1694454433
423,merizo village,13.2658,144.6691,27.31,95,100,5.76,GU,1694454433
424,khandyga,62.6667,135.6,0.91,96,82,1.41,RU,1694454433
425,kalininsk,51.5,44.4758,14.15,52,98,3.59,RU,1694454434
426,muynoq,43.7683,59.0214,18.13,49,29,5.18,UZ,1694454434
427,salekhard,66.53,66.6019,11.35,78,27,3.47,RU,1694454434
428,jayapura,-2.5333,140.7,24.66,90,72,2.3,ID,1694454434
429,ferokh,11.1833,75.85,23.58,88,75,3.6,IN,1694454435
430,vernon,50.2581,-119.2691,24.02,45,100,0.51,CA,1694454193
431,tromso,69.6496,18.957,10.01,81,75,2.06,NO,1694454435
432,bhamo,24.2667,97.2333,24.52,97,100,0.61,MM,1694454435
433,flying fish cove,-10.4217,105.6791,24.82,88,100,4.63,CX,1694454329
434,kofele,7.0667,38.7833,11.33,96,100,2.39,ET,1694454436
435,pandan,14.0453,124.1694,26.7,84,96,2.52,PH,1694454436
436,mukalla,14.5425,49.1242,32.87,53,61,1.42,YE,1694454436
437,stung treng,13.5259,105.9683,23.92,97,100,0.83,KH,1694454436
438,sao felix do xingu,-6.6447,-51.995,40.59,17,7,1.48,BR,1694454437
439,bonthe,7.5264,-12.505,26.82,77,79,3.37,SL,1694454437
440,papao,-17.75,-149.55,23.82,92,36,5.36,PF,1694454437
441,labuan,5.2767,115.2417,24.2,94,40,2.68,MY,1694454437
442,baihe,22.15,107.2333,24.22,98,100,0.37,CN,1694454438
443,nazarabad,35.9521,50.6075,23.45,52,0,3.15,IR,1694454438
444,necochea,-38.5473,-58.7368,9.57,97,100,4.43,AR,1694454166
445,al miqdadiyah,33.9786,44.9369,33.59,24,0,3.63,IQ,1694454438
446,kyaikkami,16.08,97.5675,25.74,93,100,8.82,MM,1694454438
447,kailua-kona,19.6406,-155.9956,25.98,82,75,2.06,US,1694454336
448,terespol,52.0755,23.6161,20.54,48,1,0.85,PL,1694454232
449,yorkton,51.2167,-102.4677,14.91,55,0,6.69,CA,1694454230
450,tubarjal,30.4999,38.216,30.61,19,0,2.96,SA,1694454439
451,jumla,29.2747,82.1838,15.74,86,100,1.76,NP,1694454439
452,rodolfo sanchez taboada,31.7167,-116.5667,22.28,83,97,3.01,MX,1694454440
453,coquimbo,-29.9533,-71.3436,20.85,52,0,6.17,CL,1694454392
454,saudarkrokur,65.7461,-19.6394,5.85,59,12,2.0,IS,1694454440
455,port said,31.2565,32.2841,26.99,83,0,4.12,EG,1694454441
456,lospalos,-8.5186,127.0025,20.29,94,20,2.31,TL,1694454441
457,novoarkhanhel's'k,48.658,30.8182,18.5,32,86,2.02,UA,1694454441
458,mwinilunga,-11.7358,24.4293,22.41,21,61,1.09,ZM,1694454442
459,qui nhon,13.7667,109.2333,27.05,77,98,4.32,VN,1694454442
460,arkhangel'sk,64.5401,40.5433,15.79,79,100,2.01,RU,1694454442
461,port augusta,-32.5,137.7667,10.97,64,2,1.39,AU,1694454442
462,saldanha,-33.0117,17.9442,11.43,53,6,5.91,ZA,1694454442
463,canmore,51.0834,-115.3521,19.34,47,99,2.06,CA,1694454177
464,melekeok village,7.4957,134.6367,27.31,83,100,5.14,PW,1694454443
465,preobrazheniye,42.9019,133.9064,18.55,95,98,1.49,RU,1694454443
466,hirara,24.8,125.2833,26.92,89,20,5.14,JP,1694454443
467,ksar el kebir,35.0017,-5.9053,24.64,60,80,4.82,MA,1694454444
468,tofol,5.3248,163.0078,27.53,76,47,2.8,FM,1694454444
469,kantabanji,20.4833,82.9167,24.64,92,100,2.56,IN,1694454444
470,kayes,14.0,-11.0,32.52,55,86,1.55,ML,1694454444
471,lerwick,60.1545,-1.1494,12.0,77,72,5.95,GB,1694454444
472,saint augustine beach,29.8505,-81.2654,35.03,70,40,4.63,US,1694454445
473,vlissingen,51.4425,3.5736,21.78,91,87,3.6,NL,1694454445
474,coyhaique,-45.5752,-72.0662,8.34,61,75,2.57,CL,1694454393
475,esmeraldas,-19.7625,-44.3139,27.63,25,0,4.72,BR,1694454445
476,balkashino,52.5167,68.7667,12.61,90,100,8.76,KZ,1694454446
477,fallon,39.4735,-118.7774,28.29,35,40,1.54,US,1694454446
478,pustoshka,56.3355,29.369,15.73,75,5,2.39,RU,1694454446
479,amos,48.5669,-78.1162,19.99,48,13,2.61,CA,1694454446
480,veraval,20.9,70.3667,27.15,83,75,5.03,IN,1694454447
481,urzhar,47.093,81.6294,22.34,43,51,1.28,KZ,1694454447
482,kone,-21.0595,164.8658,17.47,91,7,2.18,NC,1694454447
483,sergeyevka,53.88,67.4158,13.2,71,100,10.16,KZ,1694454447
484,borogontsy,62.6683,131.1683,1.78,97,95,1.33,RU,1694454448
485,belyy yar,53.6039,91.3903,11.94,87,0,0.0,RU,1694454448
486,kayangel,8.0823,134.7173,27.4,79,96,7.26,PW,1694454448
487,san ramon de la nueva oran,-23.1322,-64.326,38.01,20,0,1.61,AR,1694454448
488,revda,56.801,59.9303,11.09,85,100,3.61,RU,1694454449
489,wanning,18.8003,110.3967,26.58,87,100,3.78,CN,1694454449
490,isla vista,34.4133,-119.861,31.1,69,0,2.06,US,1694454449
491,zhangye,38.9342,100.4517,19.62,30,36,2.57,CN,1694454449
492,roswell,34.0232,-84.3616,32.55,61,40,1.03,US,1694454189
493,siwa oasis,29.2041,25.5195,26.33,50,1,6.55,EG,1694454450
494,shitanjing,39.2342,106.3439,18.32,37,2,2.54,CN,1694454450
495,roma,43.2128,-75.4557,21.64,87,100,3.09,US,1694454318
496,nefta,33.8731,7.8777,36.14,25,64,3.72,TN,1694454450
497,island harbour,50.724,-1.2758,22.31,87,100,2.24,GB,1694454451
498,vila velha,-20.3297,-40.2925,26.97,75,20,6.69,BR,1694454451
499,tamulte de las sabanas,18.2167,-92.7833,28.94,84,99,0.83,MX,1694454451
500,griffith,41.5284,-87.4237,20.12,92,100,3.09,US,1694454434
501,padangsidempuan,1.3667,99.2667,22.9,98,90,0.67,ID,1694454452
502,hacilar,38.6463,35.4494,16.83,34,0,4.63,TR,1694454452
503,batamshinskiy,50.5594,58.2747,8.53,86,100,6.07,KZ,1694454453
504,natal,-5.795,-35.2094,30.12,51,20,8.23,BR,1694454453
505,kolonia,50.9333,6.95,27.75,59,0,2.57,DE,1694454370
506,barra,-11.0894,-43.1417,32.0,34,0,3.0,BR,1694454453
507,nizhniy kuranakh,58.8353,125.4869,0.19,93,13,0.77,RU,1694454453
508,satkania,22.0796,92.0572,28.99,97,100,1.85,BD,1694454454
509,totness,5.8833,-56.3167,29.54,70,80,5.22,SR,1694454454
510,al bayda',32.7627,21.7551,18.63,74,99,10.38,LY,1694454454
511,barra de santo antonio,-9.4047,-35.5072,25.6,73,27,5.16,BR,1694454455
512,pontarlier,46.8333,6.25,22.08,69,48,0.55,FR,1694454455
513,nuku'alofa,-21.1333,-175.2,22.19,78,20,5.14,TO,1694454455
514,nanyuki,0.0167,37.0728,17.31,74,99,1.12,KE,1694454455
515,uliastay,47.7417,96.8444,10.49,39,99,2.39,MN,1694454456
516,al ghayzah,16.2079,52.176,27.67,88,79,7.05,YE,1694454456
517,taroa,8.7058,171.2275,28.6,80,87,9.13,MH,1694454456
518,buckhannon,38.994,-80.232,25.03,70,20,2.57,US,1694454456
519,namsos,64.4662,11.4957,16.95,88,75,3.09,NO,1694454457
520,antonio enes,-16.2325,39.9086,24.73,79,1,7.6,MZ,1694454457
521,greymouth,-42.4667,171.2,8.0,76,72,4.36,NZ,1694454457
522,galliano,29.4422,-90.2992,33.89,51,0,2.06,US,1694454457
523,smithers,54.7804,-127.1743,13.18,58,40,3.09,CA,1694454458
524,maracacume,-2.0428,-45.9592,30.99,53,80,2.99,BR,1694454458
525,victoriaville,46.0501,-71.9658,20.27,65,65,2.4,CA,1694454458
526,anar darah,32.7587,61.654,26.03,37,0,5.29,AF,1694454458
527,belomorsk,64.5232,34.7668,16.71,83,100,2.92,RU,1694454459
528,whakatane,-37.9585,176.9854,10.28,99,63,2.53,NZ,1694454459
529,east ballina,-28.8667,153.5833,10.44,87,18,4.16,AU,1694454459
530,ringkobing,56.0901,8.244,20.57,94,79,4.4,DK,1694454459
531,phan thiet,10.9333,108.1,24.9,87,64,4.05,VN,1694454459
532,ambodifotatra,-16.9833,49.85,24.07,70,15,4.2,MG,1694454460
533,jaru,-10.4389,-62.4664,38.15,27,34,2.52,BR,1694454460
534,talara,-4.5772,-81.2719,27.42,57,0,7.98,PE,1694454460
535,sovetskaya gavan',48.9723,140.2878,16.93,99,100,2.94,RU,1694454460
536,souillac,-20.5167,57.5167,24.21,73,40,4.63,MU,1694454461
537,pishva,35.308,51.7267,30.32,23,0,2.92,IR,1694454461
538,novodvinsk,64.4165,40.8122,14.84,84,91,1.98,RU,1694454461
539,moyynkum,44.2914,72.9469,18.69,33,88,6.81,KZ,1694454461
540,tommot,58.9564,126.2925,0.2,95,33,0.37,RU,1694454462
541,keflavik,64.0049,-22.5624,10.24,40,0,4.12,IS,1694454462
542,timbiqui,2.7717,-77.6654,28.42,77,66,3.52,CO,1694454462
543,apple valley,34.5008,-117.1859,29.33,48,58,1.31,US,1694454462
544,gamba,-2.65,10.0,23.17,84,94,3.35,GA,1694454463
545,codajas,-3.8367,-62.0569,37.11,33,80,0.88,BR,1694454463
546,taulaga,-11.0553,-171.0883,28.14,74,94,5.25,AS,1694454463
547,guerrero negro,27.9769,-114.0611,26.88,61,8,4.28,MX,1694454463
548,periyapatti,10.75,77.2667,24.56,69,100,8.2,IN,1694454464
549,peruibe,-24.32,-46.9983,25.15,74,7,2.85,BR,1694454464
550,obsharovka,53.125,48.8531,10.88,87,89,3.32,RU,1694454464
551,zaozersk,69.4005,32.4476,11.87,62,64,2.83,RU,1694454464
552,ust'-ilimsk,58.0006,102.6619,4.54,78,14,0.88,RU,1694454464
553,varde,55.6211,8.4807,22.37,93,44,4.12,DK,1694454465
554,lazaro cardenas,17.9583,-102.2,30.44,68,11,2.43,MX,1694454465
555,san-pedro,4.7485,-6.6363,25.23,87,71,3.04,CI,1694454465
556,benjamin constant,-4.3831,-70.0311,30.07,79,75,2.06,BR,1694454465
557,sao paulo de olivenca,-3.3783,-68.8725,33.67,49,100,0.75,BR,1694454466
558,sainyabuli,19.25,101.75,22.48,99,92,1.02,LA,1694454466
559,codo,-4.4553,-43.8856,39.12,21,9,2.69,BR,1694454466
560,vila do maio,15.1333,-23.2167,27.44,82,69,4.85,CV,1694454466
561,west livingston,30.6983,-95.0019,33.03,45,29,2.0,US,1694454466
562,port douglas,-16.4833,145.4667,22.11,72,40,8.68,AU,1694454467
563,zeya,53.75,127.2667,5.46,94,100,5.13,RU,1694454467
564,darwin,-12.4611,130.8418,21.99,88,33,1.03,AU,1694454302
565,mount isa,-20.7333,139.5,18.87,20,4,4.63,AU,1694454467
566,tsiombe,-25.3,45.4833,22.01,79,0,2.22,MG,1694454468
567,dalandzadgad,43.5708,104.425,14.6,32,93,4.84,MN,1694454468
568,hokuto,41.8848,140.639,23.23,96,88,0.17,JP,1694454468
569,kabala,9.5833,-11.55,24.95,94,85,1.45,SL,1694454468
570,kamaishi,39.2667,141.8833,23.94,97,85,3.36,JP,1694454469
571,eregli,37.5133,34.0467,18.96,23,73,1.37,TR,1694454469
572,sirte,31.2089,16.5887,25.79,58,5,5.27,LY,1694454469
573,rechka-vydrino,51.485,104.8461,8.73,73,5,1.4,RU,1694454469
574,ixtapa,20.7,-105.2,32.35,71,9,2.68,MX,1694454470
575,peniche,39.3558,-9.3811,22.82,89,4,2.02,PT,1694454470
576,holualoa,19.6228,-155.9522,23.91,82,75,2.06,US,1694454358
577,illizi,26.4833,8.4667,34.89,17,0,3.42,DZ,1694454470
578,severo-yeniseyskiy,60.3725,93.0408,3.64,86,17,0.36,RU,1694454471
579,madimba,-10.4,40.3333,25.62,78,20,5.14,TZ,1694454471
580,izki,22.9333,57.7667,30.68,41,68,3.78,OM,1694454471
581,kapa'a,22.0752,-159.319,24.5,84,40,6.17,US,1694454244
